jd_id,job_title,cluster_id,cluster_name,distance_to_centroid,file_path
478,"Nhà phân tích kinh doanh (lãnh đạo, tiếng Anh)",14,"tích / Phân (SQL, Excel, Python)",0.5978,data\raw\jds\cntt\jd_0478_nha_phan_tich_kinh_doanh_lanh_ao_tieng_a.txt
479,Nhân Viên Kỹ Thuật Triển Khai,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.5406,data\raw\jds\cntt\jd_0479_nhan_vien_ky_thuat_trien_khai.txt
480,KỸ SƯ CẦU NỐI BrSE (N2),15,"Developer / Tiếng (Java, Swift, Kotlin)",0.8073,data\raw\jds\cntt\jd_0480_ky_su_cau_noi_brse_n2.txt
481,Nhân viên kinh doanh tư vấn du lịch,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.6225,data\raw\jds\cntt\jd_0481_nhan_vien_kinh_doanh_tu_van_du_lich.txt
482,IT Sales,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7806,data\raw\jds\cntt\jd_0482_it_sales.txt
483,Nhân Viên Phụ Bếp,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.6899,data\raw\jds\cntt\jd_0483_nhan_vien_phu_bep.txt
484,Quản lý dự án / Chủ sở hữu sản phẩm,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5379,data\raw\jds\cntt\jd_0484_quan_ly_du_an_chu_so_huu_san_pham.txt
485,3D Environment UE,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6243,data\raw\jds\cntt\jd_0485_3d_environment_ue.txt
486,Nhân Viên Kinh Doanh Phần Mềm,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5002,data\raw\jds\cntt\jd_0486_nhan_vien_kinh_doanh_phan_mem.txt
487,Thực Tập Sinh Chăm Sóc Khách Hàng,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7103,data\raw\jds\cntt\jd_0487_thuc_tap_sinh_cham_soc_khach_hang.txt
488,Kỹ Sư Phát Triển Phần Mềm - Backend Developer,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.444,data\raw\jds\cntt\jd_0488_ky_su_phat_trien_phan_mem_backend_develo.txt
489,Điều hành phát triển kinh doanh/ Bán nó (tiếng Anh),16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.7081,data\raw\jds\cntt\jd_0489_ieu_hanh_phat_trien_kinh_doanh_ban_no_ti.txt
490,Nhân Viên Lập Trình CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.3325,data\raw\jds\cntt\jd_0490_nhan_vien_lap_trinh_cnc.txt
491,Chuyên Viên Thiết Kế Đồ Họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3891,data\raw\jds\cntt\jd_0491_chuyen_vien_thiet_ke_o_hoa.txt
492,Designer POD,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4083,data\raw\jds\cntt\jd_0492_designer_pod.txt
493,Nhân Viên Thiết Kế Hình Ảnh,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5542,data\raw\jds\cntt\jd_0493_nhan_vien_thiet_ke_hinh_anh.txt
494,Trưởng Phòng Kinh Doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.5519,data\raw\jds\cntt\jd_0494_truong_phong_kinh_doanh.txt
495,Nhân Viên Designer,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5335,data\raw\jds\cntt\jd_0495_nhan_vien_designer.txt
496,Quản lý sản phẩm cao cấp,14,"tích / Phân (SQL, Excel, Python)",0.6193,data\raw\jds\cntt\jd_0496_quan_ly_san_pham_cao_cap.txt
497,Chuyên Viên Tối Ưu Vận Hành,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5859,data\raw\jds\cntt\jd_0497_chuyen_vien_toi_uu_van_hanh.txt
498,Chuyên Viên Kinh Doanh Phần Mềm,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.4264,data\raw\jds\cntt\jd_0498_chuyen_vien_kinh_doanh_phan_mem.txt
499,Nhà phân tích kinh doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.6039,data\raw\jds\cntt\jd_0499_nha_phan_tich_kinh_doanh.txt
500,Đảm bảo chất lượng (thông thạo tiếng Anh yêu cầu),10,"Tester / Manual (Kiểm thử phần mềm, SQL, Viết Testcase)",0.6901,data\raw\jds\cntt\jd_0500_am_bao_chat_luong_thong_thao_tieng_anh_y.txt
501,Lãnh đạo kỹ thuật,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.4404,data\raw\jds\cntt\jd_0501_lanh_ao_ky_thuat.txt
502,Chuyên Viên ESG,17,"Hệ / Engineer (Linux, Network, Storage)",0.789,data\raw\jds\cntt\jd_0502_chuyen_vien_esg.txt
503,Thiết kế đồ họa,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3496,data\raw\jds\cntt\jd_0503_thiet_ke_o_hoa.txt
504,Thực Tập Sinh Design,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6475,data\raw\jds\cntt\jd_0504_thuc_tap_sinh_design.txt
505,Lập Trình Viên Backend,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.6343,data\raw\jds\cntt\jd_0505_lap_trinh_vien_backend.txt
506,Devops Engineer,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5628,data\raw\jds\cntt\jd_0506_devops_engineer.txt
507,Giám đốc phát triển kinh doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.7111,data\raw\jds\cntt\jd_0507_giam_oc_phat_trien_kinh_doanh.txt
508,Quy trình đảm bảo chất lượng,18,"Nhà / kinh (Jira, Figma, Confluence)",0.569,data\raw\jds\cntt\jd_0508_quy_trinh_am_bao_chat_luong.txt
509,Nhân Viên Lập Trình Web (Figma+PHP) - Đi Làm Ngay,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.4058,data\raw\jds\cntt\jd_0509_nhan_vien_lap_trinh_web_figmaphp_i_lam_n.txt
510,Nhân Viên Lập Trình Phay CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.6551,data\raw\jds\cntt\jd_0510_nhan_vien_lap_trinh_phay_cnc.txt
511,ChỉNH SửA Webtoon/ Webtoon Editor - Toàn thời gian,14,"tích / Phân (SQL, Excel, Python)",0.6998,data\raw\jds\cntt\jd_0511_chinh_sua_webtoon_webtoon_editor_toan_th.txt
512,Quản lý dự án & TechLeader,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5457,data\raw\jds\cntt\jd_0512_quan_ly_du_an_techleader.txt
513,Thiết kế đồ họa,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.579,data\raw\jds\cntt\jd_0513_thiet_ke_o_hoa.txt
514,Data Science,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.7429,data\raw\jds\cntt\jd_0514_data_science.txt
515,Data Scientist,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.7303,data\raw\jds\cntt\jd_0515_data_scientist.txt
516,Tư vấn kinh doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.5477,data\raw\jds\cntt\jd_0516_tu_van_kinh_doanh.txt
517,Nhân Viên Thiết Kế Đồ Họa,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5898,data\raw\jds\cntt\jd_0517_nhan_vien_thiet_ke_o_hoa.txt
518,Nhân Viên Kinh Doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5057,data\raw\jds\cntt\jd_0518_nhan_vien_kinh_doanh.txt
519,Developer (BPM/Camunda),6,"Developer / Java (Java, MySQL, Oracle)",0.5602,data\raw\jds\cntt\jd_0519_developer_bpmcamunda.txt
520,Nhân Viên Kinh Doanh Phân Phối,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.4305,data\raw\jds\cntt\jd_0520_nhan_vien_kinh_doanh_phan_phoi.txt
521,Nhân viên kinh doanh tư vấn du lịch,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.6225,data\raw\jds\cntt\jd_0521_nhan_vien_kinh_doanh_tu_van_du_lich.txt
522,Thực Tập Sinh Kinh Doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.526,data\raw\jds\cntt\jd_0522_thuc_tap_sinh_kinh_doanh.txt
523,Kỹ sư blockchain,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.5445,data\raw\jds\cntt\jd_0523_ky_su_blockchain.txt
524,Chuyên Viên Kinh Doanh Phần Mềm,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.563,data\raw\jds\cntt\jd_0524_chuyen_vien_kinh_doanh_phan_mem.txt
525,Nhân Viên Thiết Kế Bao Bì Mỹ Phẩm,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.351,data\raw\jds\cntt\jd_0525_nhan_vien_thiet_ke_bao_bi_my_pham.txt
526,Sale IT Tiếng Nhật (Hybrid),4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.6634,data\raw\jds\cntt\jd_0526_sale_it_tieng_nhat_hybrid.txt
527,Business Analyst (Giao Tiếp Tiếng Anh),6,"Developer / Java (Java, MySQL, Oracle)",0.579,data\raw\jds\cntt\jd_0527_business_analyst_giao_tiep_tieng_anh.txt
528,Giám đốc dự án,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5887,data\raw\jds\cntt\jd_0528_giam_oc_du_an.txt
529,Nhân Viên Tư Vấn - Network Consultant,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.7612,data\raw\jds\cntt\jd_0529_nhan_vien_tu_van_network_consultant.txt
530,Nhân Viên Thiết Kế Graphic Designer,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3291,data\raw\jds\cntt\jd_0530_nhan_vien_thiet_ke_graphic_designer.txt
531,Lập Trình Nhúng,18,"Nhà / kinh (Jira, Figma, Confluence)",0.6157,data\raw\jds\cntt\jd_0531_lap_trinh_nhung.txt
532,Kỹ sư phần mềm,6,"Developer / Java (Java, MySQL, Oracle)",0.656,data\raw\jds\cntt\jd_0532_ky_su_phan_mem.txt
533,Nhân Viên Thiết Kế Đồ Hoạ,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.5881,data\raw\jds\cntt\jd_0533_nhan_vien_thiet_ke_o_hoa.txt
534,Kỹ Thuật IT - Yêu Cầu 2 Năm Kinh Nghiệm,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.6704,data\raw\jds\cntt\jd_0534_ky_thuat_it_yeu_cau_2_nam_kinh_nghiem.txt
535,Nhân Viên Event Designer,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4176,data\raw\jds\cntt\jd_0535_nhan_vien_event_designer.txt
536,Chuyên Viên Tư Vấn Tuyển Sinh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.5842,data\raw\jds\cntt\jd_0536_chuyen_vien_tu_van_tuyen_sinh.txt
537,Nhà thiết kế đồ họa cao cấp,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3109,data\raw\jds\cntt\jd_0537_nha_thiet_ke_o_hoa_cao_cap.txt
538,SAP FICO Consultant,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.7419,data\raw\jds\cntt\jd_0538_sap_fico_consultant.txt
539,Frontend TechLead (tiếng Anh trôi chảy),8,"Developer / Nhà (CSS, HTML, JavaScript)",0.4179,data\raw\jds\cntt\jd_0539_frontend_techlead_tieng_anh_troi_chay.txt
540,Data Scientist,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.7303,data\raw\jds\cntt\jd_0540_data_scientist.txt
541,Kỹ sư di động,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5658,data\raw\jds\cntt\jd_0541_ky_su_di_ong.txt
542,Chủ sở hữu sản phẩm,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.619,data\raw\jds\cntt\jd_0542_chu_so_huu_san_pham.txt
543,Phát triển kinh doanh tươi hơn tiếng hàn,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.9524,data\raw\jds\cntt\jd_0543_phat_trien_kinh_doanh_tuoi_hon_tieng_han.txt
544,Nhân Viên Thiết Kế,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3105,data\raw\jds\cntt\jd_0544_nhan_vien_thiet_ke.txt
545,Kỹ sư mạng & bảo mật,17,"Hệ / Engineer (Linux, Network, Storage)",0.5667,data\raw\jds\cntt\jd_0545_ky_su_mang_bao_mat.txt
546,Kỹ Sư Mạng & Bảo Mật Hệ Thống,17,"Hệ / Engineer (Linux, Network, Storage)",0.53,data\raw\jds\cntt\jd_0546_ky_su_mang_bao_mat_he_thong.txt
547,Kỹ Sư Trí Tuệ Nhân Tạo,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5347,data\raw\jds\cntt\jd_0547_ky_su_tri_tue_nhan_tao.txt
548,Nhân Viên 2D UI/UX Game Artist,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4732,data\raw\jds\cntt\jd_0548_nhan_vien_2d_uiux_game_artist.txt
549,Nhà thiết kế đồ họa - 2D (Cơ quan sự kiện MảNG),7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.6752,data\raw\jds\cntt\jd_0549_nha_thiet_ke_o_hoa_2d_co_quan_su_kien_ma.txt
550,AI Leader,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5579,data\raw\jds\cntt\jd_0550_ai_leader.txt
551,Kỹ Sư Trí Tuệ Nhân Tạo,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5347,data\raw\jds\cntt\jd_0551_ky_su_tri_tue_nhan_tao.txt
552,UI Artist,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6119,data\raw\jds\cntt\jd_0552_ui_artist.txt
553,Nhân Viên Tái Ký Hợp Đồng,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5661,data\raw\jds\cntt\jd_0553_nhan_vien_tai_ky_hop_ong.txt
554,Chuyên Viên Phát Triển Khách Hàng Chuỗi,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.4257,data\raw\jds\cntt\jd_0554_chuyen_vien_phat_trien_khach_hang_chuoi.txt
555,Designer,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.4189,data\raw\jds\cntt\jd_0555_designer.txt
556,Kỹ Sư Triển Khai Dự Án,17,"Hệ / Engineer (Linux, Network, Storage)",0.5654,data\raw\jds\cntt\jd_0556_ky_su_trien_khai_du_an.txt
557,DevOps Engineer,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.6785,data\raw\jds\cntt\jd_0557_devops_engineer.txt
558,Thiết Kế Đồ Họa,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.3332,data\raw\jds\cntt\jd_0558_thiet_ke_o_hoa.txt
559,Kỹ Thuật Viên Gia Công Máy CNC (Máy Phay/Máy Tiện),1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.498,data\raw\jds\cntt\jd_0559_ky_thuat_vien_gia_cong_may_cnc_may_phaym.txt
560,Họa Viên 3D Kiến Trúc,13,"3D / Thiết (Photoshop, Unity, Maya)",0.5306,data\raw\jds\cntt\jd_0560_hoa_vien_3d_kien_truc.txt
561,Kỹ Thuật Viên Khôi Phục Dữ Liệu Số,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.6626,data\raw\jds\cntt\jd_0561_ky_thuat_vien_khoi_phuc_du_lieu_so.txt
562,3D Artist,13,"3D / Thiết (Photoshop, Unity, Maya)",0.6537,data\raw\jds\cntt\jd_0562_3d_artist.txt
563,Lãnh đạo nhà phát triển Python,6,"Developer / Java (Java, MySQL, Oracle)",0.515,data\raw\jds\cntt\jd_0563_lanh_ao_nha_phat_trien_python.txt
564,Nhà phát triển Salesforce cao cấp,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.7752,data\raw\jds\cntt\jd_0564_nha_phat_trien_salesforce_cao_cap.txt
565,Nhà phân tích kinh doanh,18,"Nhà / kinh (Jira, Figma, Confluence)",0.7533,data\raw\jds\cntt\jd_0565_nha_phan_tich_kinh_doanh.txt
566,QA-QC (Người kiểm tra thủ công),10,"Tester / Manual (Kiểm thử phần mềm, SQL, Viết Testcase)",0.6369,data\raw\jds\cntt\jd_0566_qa_qc_nguoi_kiem_tra_thu_cong.txt
567,Nhà phân tích kinh doanh,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.5479,data\raw\jds\cntt\jd_0567_nha_phan_tich_kinh_doanh.txt
568,Middle Fullstack Java,6,"Developer / Java (Java, MySQL, Oracle)",0.6095,data\raw\jds\cntt\jd_0568_middle_fullstack_java.txt
569,Kỹ Thuật Sửa Máy Tính - Lắp Camera,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.7631,data\raw\jds\cntt\jd_0569_ky_thuat_sua_may_tinh_lap_camera.txt
570,Nhân Viên Kỹ Thuật Sửa Chữa (Phần Cứng),5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.7629,data\raw\jds\cntt\jd_0570_nhan_vien_ky_thuat_sua_chua_phan_cung.txt
571,Kỹ Sư Nghiên Cứu Thuật Toán,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5669,data\raw\jds\cntt\jd_0571_ky_su_nghien_cuu_thuat_toan.txt
572,Nhân Viên Thiết Kế 2D,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.3388,data\raw\jds\cntt\jd_0572_nhan_vien_thiet_ke_2d.txt
573,Phát triển kinh doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.7343,data\raw\jds\cntt\jd_0573_phat_trien_kinh_doanh.txt
574,Kỹ Sư Tư Vấn Giải Pháp,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.8001,data\raw\jds\cntt\jd_0574_ky_su_tu_van_giai_phap.txt
575,Nhân Viên Tư Vấn Website,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.6337,data\raw\jds\cntt\jd_0575_nhan_vien_tu_van_website.txt
576,Nhân Viên Kinh Doanh Phần Mềm,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.457,data\raw\jds\cntt\jd_0576_nhan_vien_kinh_doanh_phan_mem.txt
577,Kỹ Sư Presale System/ Network/AV Engineer,17,"Hệ / Engineer (Linux, Network, Storage)",0.4243,data\raw\jds\cntt\jd_0577_ky_su_presale_system_networkav_engineer.txt
578,Nhân Viên Kinh Doanh,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.5728,data\raw\jds\cntt\jd_0578_nhan_vien_kinh_doanh.txt
579,Thiết kế đồ họa bán thời gian,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.5636,data\raw\jds\cntt\jd_0579_thiet_ke_o_hoa_ban_thoi_gian.txt
580,Giám Sát Và Thi Công Triển Khai Hệ Thống,17,"Hệ / Engineer (Linux, Network, Storage)",0.6773,data\raw\jds\cntt\jd_0580_giam_sat_va_thi_cong_trien_khai_he_thong.txt
581,Test Lead,10,"Tester / Manual (Kiểm thử phần mềm, SQL, Viết Testcase)",0.589,data\raw\jds\cntt\jd_0581_test_lead.txt
582,Nhân Viên IT Helpdesk,11,"IT / Quản (VMware, Triển khai và vận hành hệ thống VOIP (Asterisk, FreePbx, FreeSWITCH, Kamailio, OpenSIPS, 3CX), Giao thức SIP, RTP, WebRTC, STUN/TURN/ICE, NAT Traversal)",0.6819,data\raw\jds\cntt\jd_0582_nhan_vien_it_helpdesk.txt
583,Nhà thiết kế/Thiết Kế Slide PowerPoint E-Learning,3,"Thiết / Kế (Adobe Photoshop, Adobe Illustrator, Illustrator)",0.4846,data\raw\jds\cntt\jd_0583_nha_thiet_kethiet_ke_slide_powerpoint_e_.txt
584,Nhân Viên Tư Vấn Phần Mềm,14,"tích / Phân (SQL, Excel, Python)",0.5748,data\raw\jds\cntt\jd_0584_nhan_vien_tu_van_phan_mem.txt
585,Trưởng Phòng Thiết Kế,9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.5014,data\raw\jds\cntt\jd_0585_truong_phong_thiet_ke.txt
586,Nhân Viên Kinh Doanh Phần Mềm,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.4373,data\raw\jds\cntt\jd_0586_nhan_vien_kinh_doanh_phan_mem.txt
587,"Chuyên Viên Thiết Kế 2D (Mảng Hình In, Thêu...)",13,"3D / Thiết (Photoshop, Unity, Maya)",0.4677,data\raw\jds\cntt\jd_0587_chuyen_vien_thiet_ke_2d_mang_hinh_in_the.txt
588,Sales Executive - Nhân Viên Kinh Doanh Phần Mềm,16,"triển / kinh (Google Ads, B2B sales, Facebook Ads)",0.5955,data\raw\jds\cntt\jd_0588_sales_executive_nhan_vien_kinh_doanh_pha.txt
589,Lập Trình Viên .Net,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.4824,data\raw\jds\cntt\jd_0589_lap_trinh_vien_net.txt
590,Chuyên Viên Thiết Kế,7,"Thiết / Kế (Quay dựng video, audio editing, voice acting)",0.5595,data\raw\jds\cntt\jd_0590_chuyen_vien_thiet_ke.txt
591,Project Sales,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.6974,data\raw\jds\cntt\jd_0591_project_sales.txt
592,Senior Pentest,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.4738,data\raw\jds\cntt\jd_0592_senior_pentest.txt
593,Nhân Viên Kinh Doanh Phần Mềm,14,"tích / Phân (SQL, Excel, Python)",0.6331,data\raw\jds\cntt\jd_0593_nhan_vien_kinh_doanh_phan_mem.txt
594,Nhà phân tích kinh doanh dẫn đầu,19,"Nhà / kinh (Quản lý dự án, Phân tích nghiệp vụ, Phân tích yêu cầu)",0.5136,data\raw\jds\cntt\jd_0594_nha_phan_tich_kinh_doanh_dan_au.txt
595,Project Manager,15,"Developer / Tiếng (Java, Swift, Kotlin)",0.5964,data\raw\jds\cntt\jd_0595_project_manager.txt
596,Nhân Viên Tư Vấn Thiết Kế Website,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.6121,data\raw\jds\cntt\jd_0596_nhan_vien_tu_van_thiet_ke_website.txt
597,Chuyên Viên Lập Trình Mobile,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.5574,data\raw\jds\cntt\jd_0597_chuyen_vien_lap_trinh_mobile.txt
598,SOC Tier 2,17,"Hệ / Engineer (Linux, Network, Storage)",0.643,data\raw\jds\cntt\jd_0598_soc_tier_2.txt
599,Nhân Viên Kinh Doanh Phần Mềm,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.7032,data\raw\jds\cntt\jd_0599_nhan_vien_kinh_doanh_phan_mem.txt
600,2D Concept Artist | Thiết Kế Ý Tưởng (Junior),9,"Thiết / Kế (Photoshop, Illustrator, Figma)",0.5265,data\raw\jds\cntt\jd_0600_2d_concept_artist_thiet_ke_y_tuong_junio.txt
601,Nhân Viên Kinh Doanh Dự Án,12,"Doanh / Kinh (Tin học văn phòng, Tin học văn phòng (Word, Excel, PowerPoint), Sử dụng CRM)",0.6353,data\raw\jds\cntt\jd_0601_nhan_vien_kinh_doanh_du_an.txt
602,Kỹ Sư Cầu Nối Tiếng Nhật Từ N2,15,"Developer / Tiếng (Java, Swift, Kotlin)",0.6707,data\raw\jds\cntt\jd_0602_ky_su_cau_noi_tieng_nhat_tu_n2.txt
603,Quản Lý Kĩ Thuật,5,"IT / Thuật (Hệ điều hành Windows, Phần mềm văn phòng, Mạng máy tính)",0.5557,data\raw\jds\cntt\jd_0603_quan_ly_ki_thuat.txt
604,Nhà lãnh đạo xã hội đầy đủ,18,"Nhà / kinh (Jira, Figma, Confluence)",0.6828,data\raw\jds\cntt\jd_0604_nha_lanh_ao_xa_hoi_ay_u.txt
605,Nhân Viên Lập Trình Và Setup Phay CNC,1,"CNC / Máy (Lập trình CNC, NX, Mastercam)",0.7171,data\raw\jds\cntt\jd_0605_nhan_vien_lap_trinh_va_setup_phay_cnc.txt
606,Nhân Viên Devops Engineer,2,"Engineer / Developer (Python, Docker, Kubernetes)",0.4412,data\raw\jds\cntt\jd_0606_nhan_vien_devops_engineer.txt
607,Test Lead,10,"Tester / Manual (Kiểm thử phần mềm, SQL, Viết Testcase)",0.588,data\raw\jds\cntt\jd_0607_test_lead.txt
608,Giám đốc công nghệ,17,"Hệ / Engineer (Linux, Network, Storage)",0.562,data\raw\jds\cntt\jd_0608_giam_oc_cong_nghe.txt
609,Nhân Viên Kinh Doanh,0,"Kinh / Doanh (Tiếng Anh cơ bản, Sử dụng Execl và word thành thạo, Proficient in English or Chinese, equivalent to 6.5 IELTS or HSK 5)",0.4653,data\raw\jds\cntt\jd_0609_nhan_vien_kinh_doanh.txt
610,Trưởng Nhóm Lập Trình,8,"Developer / Nhà (CSS, HTML, JavaScript)",0.4064,data\raw\jds\cntt\jd_0610_truong_nhom_lap_trinh.txt
611,Phát triển kinh doanh,4,"Kinh / Doanh (Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng bán hàng)",0.4917,data\raw\jds\cntt\jd_0611_phat_trien_kinh_doanh.txt
